PRT_ID,AREA,INT_SQFT,DIST_MAINROAD,N_BEDROOM,N_BATHROOM,N_ROOM,SALE_COND,PARK_FACIL,BUILDTYPE,UTILITY_AVAIL,STREET,MZZONE,QS_ROOMS,QS_BATHROOM,QS_BEDROOM,QS_OVERALL,REG_FEE,COMMIS,SALES_PRICE,DATE_DIFF,YEAR
P00213,0,0.448,0.83,1.0,1.0,3,1,1,-1,-1,-1,3,1.0,0.7,0.86,0.8430583501006037,0.3624636912275567,0.4266004582109587,13208750,0.6727272727272727,0.9835820895522388
P09213,-3,0.7808,0.265,2.0,1.0,5,0,1,-1,1,-1,2,0.78,0.52,0.48,0.5864172180555954,0.7052256174778082,0.2546623469686418,21026890,0.7636363636363637,0.9776119402985075
P03141,1,0.44,0.995,1.0,1.0,3,0,0,1,-2,0,-1,0.78,0.74,1.0,0.8611670020120725,0.18241181719689162,0.2744602900657038,5438750,0.8545454545454545,0.9771144278606965
P06810,-2,0.4392,0.09,1.0,1.0,3,1,1,0,1,0,3,0.42000000000000004,0.52,0.44000000000000006,0.45271629778672035,0.343324979012564,0.12785095023263796,10556410,0.6181818181818182,0.9825870646766169
P05973,2,0.588,0.015,2.0,1.0,4,-2,0,0,-2,0,1,0.8,0.58,0.54,0.6338028169014085,0.38183616180957436,0.3329397159899476,9163340,0.3090909090909091,0.991044776119403
P08564,0,0.388,0.76,1.0,1.0,3,1,1,0,-1,-1,2,0.6,0.8800000000000001,0.6599999999999999,0.7344064386317908,0.21998593384434945,0.13559410986970258,7463750,0.3090909090909091,0.9900497512437811
P04186,2,0.5728,0.555,2.0,1.0,4,0,1,1,-2,0,3,0.76,0.5,0.9199999999999999,0.7505030181086519,0.35031943589024334,0.3710761901878261,11489580,0.4909090909090909,0.9865671641791045
P01692,1,0.316,0.595,1.0,1.0,2,0,0,-1,1,1,-1,0.9800000000000001,0.52,0.4,0.613682092555332,0.2356843327011694,0.17245486016491557,6102500,0.32727272727272727,0.9920398009950249
P03529,0,0.4596,0.26,1.0,1.0,3,0,0,-1,1,1,1,0.52,0.6599999999999999,0.5,0.5734406438631792,0.40480444588087267,0.4712992400157447,13734350,0.09090909090909091,0.9980099502487563
P05819,0,0.3048,0.77,1.0,1.0,2,-2,0,0,-2,1,1,0.42000000000000004,0.96,0.72,0.7303822937625755,0.20741075003912912,0.1136383363106953,7037100,0.4727272727272727,0.9865671641791045
P01093,0,0.3388,0.03,1.0,1.0,3,-1,1,0,1,1,3,0.8400000000000001,0.76,0.48,0.7042253521126761,0.22693465538934998,0.2163421846771833,8931450,0.6363636363636364,0.9840796019900497
P07580,3,0.7816,0.655,3.0,2.0,5,2,1,0,1,0,0,0.9800000000000001,0.48,0.96,0.7545271629778673,0.3095214864592925,0.2049131518656453,10151490,0.4909090909090909,0.9855721393034826
P05723,2,0.8928,0.86,4.0,2.0,6,2,1,1,0,0,3,0.6599999999999999,0.42000000000000004,0.72,0.6156941649899397,0.6007783137281207,0.4545533452427812,14074260,0.2,0.9945273631840796
P04389,-3,0.6348,0.185,1.0,1.0,4,-1,1,-1,1,-1,2,0.9800000000000001,0.96,0.76,0.892354124748491,0.6948203211230158,0.21230508371938112,17529450,0.7272727272727273,0.9800995024875622
P03062,-1,0.7564,0.5,2.0,1.0,5,-1,1,-1,1,1,2,0.72,0.9199999999999999,0.9800000000000001,0.892354124748491,0.5852537091354802,0.3444050827101059,21327550,0.2727272727272727,0.9930348258706467
P03678,2,0.7664,0.965,3.0,2.0,5,-1,0,1,1,0,2,0.5599999999999999,0.7,0.9,0.7424547283702213,0.5090149422413566,0.1935870651285312,10655980,0.41818181818181815,0.9890547263681592
P01694,3,0.6488,0.31,2.0,1.0,4,1,1,1,-2,1,1,0.82,0.44000000000000006,0.45999999999999996,0.545271629778672,0.365663131833621,0.38448138391820835,10581870,0.38181818181818183,0.9905472636815921
P02568,3,0.7248,0.205,3.0,2.0,5,-2,0,-1,1,1,2,0.45999999999999996,0.5,0.8400000000000001,0.5955734406438632,0.5515589650399118,0.24343315065451498,15074740,0.12727272727272726,0.9970149253731343
P07023,-2,0.404,0.605,1.0,1.0,3,1,1,1,0,-1,3,0.72,0.74,0.72,0.7283702213279679,0.30931618563260094,0.07926847730644625,9817500,0.36363636363636365,0.9895522388059701
P08593,-1,0.6104,0.4,1.0,1.0,4,2,1,-1,1,-1,2,0.8400000000000001,0.5599999999999999,0.78,0.7474849094567404,0.5388648693697264,0.39242034295172634,17673370,0.2909090909090909,0.9905472636815921
P04290,0,0.31,0.17,1.0,1.0,2,2,0,0,0,0,2,0.44000000000000006,0.9400000000000001,0.44000000000000006,0.6438631790744468,0.2147568608080722,0.21326389519685915,6603250,0.7090909090909091,0.9805970149253731
P05709,1,0.4956,0.39,1.0,1.0,3,-1,1,1,1,-1,-1,0.62,0.48,0.9400000000000001,0.710261569416499,0.18738883773307233,0.09604465033659329,5947625,0.2545454545454545,0.9930348258706467
P07575,-3,0.6152,0.47,1.0,1.0,4,-2,0,0,-2,-1,2,0.54,0.74,0.6,0.6177062374245473,0.2924937139326085,0.32918924920014936,9593040,0.6727272727272727,0.9805970149253731
P07988,-3,0.7412,0.71,2.0,1.0,5,2,0,-1,-1,1,3,0.7,0.6799999999999999,0.5,0.6187122736418512,0.7718406540355841,0.7871902786608936,20525170,0.6545454545454545,0.981094527363184
P03542,3,0.6144,0.185,2.0,1.0,4,-1,1,-1,-1,-1,2,0.64,0.74,1.0,0.7987927565392355,0.5263313555342801,0.4442708491032589,12946730,0.5272727272727272,0.9860696517412936
P08080,2,0.8964,0.05,4.0,2.0,6,-1,1,0,1,1,3,0.8400000000000001,0.54,0.9,0.7786720321931591,0.4851289024943034,0.4817573500469313,12561300,0.45454545454545453,0.9865671641791045
P04024,3,0.6836,0.765,2.0,1.0,4,1,1,0,0,1,0,0.82,0.8,0.82,0.8169014084507041,0.3058667252078925,0.27911304891957084,8133770,0.6545454545454545,0.982089552238806
P06953,0,0.5128,0.685,2.0,1.0,4,1,0,-1,0,0,3,0.42000000000000004,0.8800000000000001,0.9800000000000001,0.7766599597585513,0.4787483154152463,0.21470514023879453,15195200,0.14545454545454545,0.9955223880597015
P04836,1,0.5276,0.275,1.0,1.0,3,2,0,0,0,-1,0,0.9400000000000001,1.0,0.74,0.8832997987927566,0.1640180827342005,0.2203651557816332,4746500,0.7272727272727273,0.9800995024875622
P08875,-2,0.3976,0.07,1.0,1.0,3,2,1,0,0,0,3,0.78,0.9400000000000001,0.52,0.6861167002012073,0.3587520148954897,0.16765071002513096,10381895,0.6,0.982089552238806
P00591,0,0.3128,0.96,1.0,1.0,2,1,0,1,1,1,1,0.64,0.8400000000000001,0.76,0.7605633802816901,0.21646634590953348,0.17789889080651183,7344340,0.5818181818181818,0.9855721393034826
P05392,2,0.894,0.105,4.0,2.0,6,0,0,-1,0,1,3,0.76,0.72,0.8400000000000001,0.7847082494969819,0.9064397381093217,0.9185090986162836,18201340,0.3090909090909091,0.9915422885572139
P04324,-2,0.26,0.795,1.0,1.0,2,0,1,0,-2,1,3,0.78,0.54,0.74,0.716297786720322,0.3045363351973022,0.18328438348422,9080015,0.38181818181818183,0.9895522388059701
P03831,-3,0.6708,0.275,1.0,1.0,4,-1,0,0,1,1,2,0.42000000000000004,0.96,0.4,0.5503018108651911,0.42083315547370626,0.17144962202642283,10617090,0.7636363636363637,0.9796019900497512
P06758,-2,0.2736,0.41,1.0,1.0,2,-1,0,1,0,1,-1,0.82,0.72,0.48,0.6338028169014085,0.17672640717455246,0.12931439932984123,4575925,0.6363636363636364,0.982089552238806
P00987,0,0.4512,0.205,1.0,1.0,3,1,1,0,1,-1,3,0.9199999999999999,0.96,0.7,0.8752515090543259,0.30892692713446795,0.09896145577860538,9805150,0.16363636363636364,0.9970149253731343
P06469,2,0.544,0.785,2.0,1.0,4,2,1,-1,-2,1,2,0.45999999999999996,0.8800000000000001,0.8400000000000001,0.7424547283702213,0.5003557192541686,0.4331748771207396,12623360,0.32727272727272727,0.9905472636815921
P05909,0,0.358,0.965,1.0,1.0,3,-2,1,1,0,0,1,0.4,0.5599999999999999,0.9,0.6177062374245473,0.3003642565162686,0.07697540396241459,9533400,0.41818181818181815,0.9880597014925373
P02246,0,0.4908,0.52,2.0,1.0,4,2,1,1,-1,1,1,0.74,0.9800000000000001,0.6,0.7987927565392355,0.3201239529149668,0.3178994963716555,10499240,0.5636363636363636,0.9850746268656716
P08659,-1,0.688,0.935,1.0,1.0,4,-1,0,0,-2,1,2,0.78,0.72,0.45999999999999996,0.6247484909456741,0.3953392646978114,0.25403054066874575,11440690,0.12727272727272726,0.9950248756218906
P02054,1,0.4012,0.21,1.0,1.0,3,0,0,0,-1,1,1,0.8,0.6799999999999999,0.9800000000000001,0.8410462776659959,0.2871873990011403,0.17111454264692524,7064250,0.23636363636363636,0.9940298507462687
P03753,2,0.8456,0.53,3.0,2.0,5,-2,0,-1,0,0,1,1.0,0.5599999999999999,0.96,0.8571428571428571,0.7914966836802104,0.8201673378347009,16929800,0.36363636363636365,0.9905472636815921
P01032,0,0.3892,0.775,1.0,1.0,3,0,1,0,0,1,2,0.54,0.76,0.6599999999999999,0.6680080482897385,0.24927077552895452,0.29021709510400584,8457350,0.5272727272727272,0.9870646766169154
P07331,3,0.662,0.695,2.0,1.0,4,0,1,0,-2,1,0,0.72,0.6,0.8400000000000001,0.7062374245472837,0.3192600632977004,0.35226733682542566,8725740,0.5818181818181818,0.9830845771144279
P08477,-2,0.364,0.705,1.0,1.0,3,2,0,0,-2,0,0,0.5,0.82,0.5,0.5674044265593561,0.21183996292389032,0.0920358090854957,6513570,0.6909090909090909,0.9796019900497512
P09338,-2,0.336,0.485,1.0,1.0,3,2,1,0,0,-1,3,0.54,0.8800000000000001,0.6599999999999999,0.6720321931589537,0.2788005553285728,0.06921609592151876,8572425,0.6363636363636364,0.981094527363184
P06550,2,0.734,0.97,3.0,2.0,5,-1,0,-1,0,1,3,0.78,0.9800000000000001,0.8800000000000001,0.8853118712273643,0.535378820678875,0.5003825153157517,15493260,0.23636363636363636,0.9930348258706467
P00918,0,0.4004,0.005,1.0,1.0,3,0,0,1,1,0,1,0.45999999999999996,0.72,0.44000000000000006,0.5613682092555332,0.276730269269312,0.15703313450611117,9724320,0.23636363636363636,0.9950248756218906
P04151,-3,0.6584,0.47,1.0,1.0,4,-2,1,-1,1,1,3,0.76,0.5599999999999999,0.86,0.7545271629778673,0.8133215844345385,0.78695814535582,20519100,0.18181818181818182,0.9950248756218906
P02861,0,0.3628,0.19,1.0,1.0,3,0,0,1,-1,0,1,0.9,0.9800000000000001,0.8800000000000001,0.93158953722334,0.29098343161348156,0.2167196536167378,8947040,0.4909090909090909,0.9870646766169154
P08174,-2,0.3236,0.855,1.0,1.0,3,1,1,1,-1,1,1,0.5,0.72,0.86,0.7283702213279679,0.36765617599769085,0.2190611721722631,9043635,0.16363636363636364,0.9945273631840796
P01460,0,0.5112,0.495,2.0,1.0,4,2,0,-1,1,0,1,0.42000000000000004,0.42000000000000004,0.74,0.5191146881287727,0.4005673213933625,0.29465386905663044,14597300,0.4727272727272727,0.9880597014925373
P07573,0,0.4204,0.33,1.0,1.0,3,2,0,1,0,0,1,0.78,0.4,0.6799999999999999,0.6016096579476862,0.25548061736601074,0.1127582483018944,9310120,0.34545454545454546,0.9895522388059701
P06761,-2,0.4216,0.295,1.0,1.0,3,2,0,1,-2,-1,-2,0.5599999999999999,0.74,0.78,0.710261569416499,0.24386282652486682,0.031247161413389044,7740080,0.21818181818181817,0.9935323383084577
P05344,1,0.3884,0.805,1.0,1.0,3,0,1,-1,1,1,0,0.6,0.52,0.9,0.7002012072434608,0.41507355257835477,0.2867391326288592,8878250,0.2,0.9945273631840796
P07249,2,0.7824,0.515,3.0,2.0,5,2,0,-1,1,0,3,0.8800000000000001,0.6,0.6599999999999999,0.7122736418511066,0.5254410410581326,0.30297433413066077,16677180,0.5272727272727272,0.9850746268656716
P09099,-3,0.7684,0.53,2.0,1.0,5,0,1,1,0,-1,1,0.5,0.4,0.6799999999999999,0.5503018108651911,0.4651130882326038,0.5196132457282425,14301080,0.7272727272727273,0.9786069651741294
P01598,1,0.3788,0.51,1.0,1.0,3,-2,1,1,0,0,-1,0.8800000000000001,0.9,0.6599999999999999,0.8028169014084507,0.17403818595376463,0.21185494696258617,5523875,0.8545454545454545,0.9776119402985075
P07521,3,0.6056,0.335,2.0,1.0,4,2,1,1,1,-1,0,0.42000000000000004,0.48,0.9800000000000001,0.619718309859155,0.2902313394760967,0.22416608633340399,7932350,0.7272727272727273,0.9791044776119403
P05384,1,0.45,0.88,1.0,1.0,3,-2,0,-1,-1,-1,2,0.52,0.8800000000000001,0.6799999999999999,0.6961770623742455,0.31177776287144715,0.39108608108517273,8072750,0.7454545454545455,0.9796019900497512
P04156,1,0.5576,0.3,2.0,2.0,4,0,1,0,1,-1,-2,0.54,0.54,0.62,0.5754527162977867,0.2476608918186604,0.22485844914766706,6962250,0.7818181818181819,0.9786069651741294
P06499,1,0.6436,0.3,2.0,2.0,4,-1,0,-1,1,1,3,0.5599999999999999,0.7,0.6,0.6217303822937625,0.4352387689268052,0.26194729564699587,12977000,0.36363636363636365,0.9895522388059701
P04076,-1,0.7664,0.83,2.0,1.0,5,1,0,0,-1,0,1,0.86,0.44000000000000006,0.72,0.6961770623742455,0.34814548307691057,0.3723196172828292,13174940,0.12727272727272726,0.9965174129353234
P00978,0,0.406,0.12,1.0,1.0,3,2,0,0,0,-1,1,0.8800000000000001,0.72,0.6,0.7364185110663984,0.25966082677285396,0.1875314136918279,7742000,0.14545454545454545,0.9975124378109452
P00555,0,0.334,0.62,1.0,1.0,3,1,0,1,-2,1,2,1.0,0.82,0.54,0.7947686116700202,0.2346557958862593,0.16947144255709976,6996450,0.5454545454545454,0.9870646766169154
P01150,-3,0.6468,0.64,1.0,1.0,4,2,0,0,1,-1,3,0.5599999999999999,0.8400000000000001,0.62,0.6579476861167003,0.3350539981827828,0.36714405385492677,11367820,0.6545454545454545,0.9830845771144279
P01579,-1,0.7604,0.375,2.0,1.0,5,2,0,0,0,0,3,0.9400000000000001,0.5,0.76,0.7535211267605635,0.4553704460312911,0.4804674962909135,14001530,0.34545454545454546,0.9915422885572139
P00602,-3,0.6192,0.405,1.0,1.0,4,1,1,-1,-1,1,3,0.9199999999999999,0.6799999999999999,1.0,0.89738430583501,0.5670744225660164,0.22525206649105278,18598580,0.7090909090909091,0.982089552238806
P00021,-3,0.664,0.25,1.0,1.0,4,-1,1,0,0,-1,1,0.9800000000000001,0.8,0.5599999999999999,0.7716297786720322,0.37786735127377985,0.3517889403619261,11618510,0.6,0.9860696517412936
P04742,1,0.356,0.815,1.0,1.0,3,0,1,1,-1,0,0,0.62,1.0,0.4,0.6498993963782697,0.32762353113356546,0.2440104560914807,6715750,0.2909090909090909,0.9920398009950249
P09137,0,0.3824,0.67,1.0,1.0,3,-1,1,-1,1,1,2,0.6,0.86,0.5,0.6780684104627767,0.3009628812039979,0.2630050160979401,11844950,0.5272727272727272,0.9840796019900497
P09264,3,0.7364,0.185,3.0,2.0,5,0,1,0,1,0,1,0.7,0.76,0.86,0.7806841046277666,0.36207951443305464,0.37116096930793996,11492190,0.8545454545454545,0.9751243781094527
P03499,0,0.512,0.925,2.0,1.0,4,-1,0,-1,0,-1,3,0.72,0.54,0.48,0.579476861167002,0.40278396051719545,0.2571330527548168,14153850,0.12727272727272726,0.9970149253731343
P05469,-3,0.6544,0.33,1.0,1.0,4,-1,1,1,-2,-1,3,0.7,0.48,0.74,0.664989939637827,0.5070544209805249,0.5171385028411098,13483830,0.36363636363636365,0.9900497512437811
P02419,2,0.8816,0.63,3.0,2.0,5,2,1,1,0,1,2,0.9400000000000001,0.5599999999999999,0.6799999999999999,0.7263581488933601,0.4982935639207173,0.4206053632886224,12257060,0.16363636363636364,0.9960199004975124
P04073,1,0.4812,0.995,1.0,1.0,3,2,1,1,1,-1,-1,0.64,0.6599999999999999,0.9199999999999999,0.7625754527162978,0.287414042983082,0.29148878190571353,6016875,0.2,0.9945273631840796
P07058,0,0.4488,0.165,1.0,1.0,3,0,0,0,-1,1,2,0.42000000000000004,0.62,0.7,0.5875251509054326,0.20366959982600247,0.09708218528274846,8015800,0.43636363636363634,0.9875621890547264
P02843,-3,0.6296,0.39,1.0,1.0,4,1,0,0,-1,0,1,0.5,0.5599999999999999,0.4,0.4778672032193159,0.3690546608369363,0.1554808691878362,11003670,0.5636363636363636,0.9850746268656716
P04582,2,0.5496,0.86,2.0,1.0,4,2,0,0,1,0,3,0.45999999999999996,0.9,0.9199999999999999,0.7806841046277666,0.4851339841979344,0.4719290277651618,9741520,0.2909090909090909,0.9920398009950249
P04534,3,0.6984,0.815,2.0,1.0,4,2,1,-1,-1,1,0,0.58,0.7,0.58,0.6378269617706238,0.4570199670299068,0.35757208748397773,13626420,0.6545454545454545,0.982089552238806
P04604,1,0.548,0.965,2.0,2.0,4,-1,1,0,-1,0,-2,0.8400000000000001,0.72,0.42000000000000004,0.6398390342052315,0.23274710800246362,0.30817210161383113,7633500,0.5454545454545454,0.9850746268656716
P01660,1,0.5448,0.135,2.0,2.0,4,-2,0,0,-2,0,0,0.48,0.62,0.52,0.5412474849094567,0.25688418390888706,0.27289591344455544,5878000,0.8727272727272727,0.9771144278606965
P08614,-3,0.7588,0.74,2.0,1.0,5,2,0,-1,-2,0,2,0.82,0.62,0.6599999999999999,0.710261569416499,0.5690877935446103,0.7953694452014008,20738440,0.3090909090909091,0.9900497512437811
P00397,0,0.408,0.4,1.0,1.0,3,2,0,0,-2,1,1,0.8400000000000001,0.76,0.6799999999999999,0.7645875251509054,0.2114059854338047,0.25838253550125656,8000250,0.6363636363636364,0.9845771144278607
P08186,0,0.3588,0.395,1.0,1.0,3,0,1,0,1,-1,3,0.44000000000000006,0.44000000000000006,1.0,0.6116700201207244,0.25318775268771304,0.08979521805391548,8897050,0.6363636363636364,0.9815920398009951
P09149,-2,0.4092,0.99,1.0,1.0,3,-1,0,-1,1,0,-2,0.7,0.74,0.54,0.6317907444668008,0.4925146505515681,0.3668170486773448,12114895,0.23636363636363636,0.9920398009950249
P02319,1,0.5376,0.5,2.0,2.0,4,1,1,1,-2,1,3,0.8800000000000001,0.9400000000000001,0.9800000000000001,0.943661971830986,0.2943109311510465,0.45253883186483784,9341250,0.7090909090909091,0.981094527363184
P03044,-3,0.6756,0.48,1.0,1.0,4,0,1,-1,0,0,1,0.6599999999999999,0.74,0.9800000000000001,0.8128772635814889,0.5837952601933893,0.6211463348169679,20514620,0.5636363636363636,0.9850746268656716
P09258,3,0.7056,0.14,2.0,1.0,4,0,0,-1,1,-1,3,0.9,0.5,0.6799999999999999,0.6579476861167003,0.44783326320582323,0.5633108264954936,14687760,0.9636363636363636,0.972139303482587
P06684,2,0.728,0.42,3.0,2.0,5,2,1,0,1,1,1,0.72,0.5,0.48,0.5613682092555332,0.39467457786287935,0.44792038836911213,11095100,0.09090909090909091,0.9970149253731343
P05396,0,0.3948,0.195,1.0,1.0,3,2,1,0,1,0,3,0.72,0.82,0.54,0.710261569416499,0.346258138348365,0.21490699528668464,10646600,0.07272727272727272,0.9980099502487563
P07340,-1,0.6752,0.855,1.0,1.0,4,1,1,0,-2,-1,3,0.9199999999999999,0.78,0.8,0.836016096579477,0.32707877250432454,0.2858287663628748,12872810,0.14545454545454545,0.9950248756218906
P07209,-3,0.7632,0.82,2.0,1.0,5,0,0,0,1,-1,2,0.4,0.7,0.9400000000000001,0.6951710261569417,0.34473565994052374,0.36679282607159797,12114050,0.36363636363636365,0.9895522388059701
P07150,0,0.4312,0.27,1.0,1.0,3,0,1,0,0,1,1,0.64,0.5599999999999999,0.9800000000000001,0.7142857142857143,0.24702872788696664,0.28305124090390693,9348350,0.6727272727272727,0.981094527363184
P02801,1,0.6548,0.5,2.0,2.0,4,-2,1,0,-1,1,3,0.8,0.96,0.52,0.7404426559356138,0.43981636755759096,0.34181124534471796,9407500,0.8,0.9786069651741294
P06936,-2,0.4076,0.435,1.0,1.0,3,-2,1,0,0,1,2,0.52,0.7,0.9800000000000001,0.7907444668008049,0.3279670542990196,0.25331193669825697,8963715,0.38181818181818183,0.9890547263681592
P00573,0,0.4792,0.035,1.0,1.0,3,1,1,-1,-1,-1,1,0.4,0.62,0.6799999999999999,0.5754527162977867,0.3612095267714311,0.18599125967642635,13163050,0.5636363636363636,0.9865671641791045
P04988,0,0.4008,0.225,1.0,1.0,3,2,1,-1,0,0,2,1.0,0.5,0.76,0.7323943661971831,0.41156717707297935,0.17880925707249623,12654700,0.4727272727272727,0.9870646766169154
P01745,1,0.4352,0.88,1.0,1.0,3,-1,0,-1,-1,0,-2,0.48,0.8400000000000001,1.0,0.8008048289738431,0.2844971450989001,0.23971296212190027,8482500,0.6909090909090909,0.982089552238806
P03455,-3,0.6812,0.505,1.0,1.0,4,2,1,-1,1,0,3,0.9,0.72,0.78,0.8118712273641852,0.6613176654246983,0.4660590829725174,20989850,0.7272727272727273,0.9805970149253731
P01212,0,0.3784,0.95,1.0,1.0,3,-2,1,0,0,1,2,0.78,0.64,0.72,0.710261569416499,0.23550850575553753,0.06682007650306315,8275800,0.2909090909090909,0.9930348258706467
P05818,3,0.7932,0.03,3.0,2.0,5,1,0,-1,-1,1,-1,0.96,0.76,0.6799999999999999,0.7907444668008049,0.4457731405538244,0.37560178036152236,13291100,0.7272727272727273,0.9796019900497512
P05066,1,0.4448,0.95,1.0,1.0,3,-2,0,-1,-2,1,3,1.0,0.8400000000000001,0.6,0.7967806841046278,0.41370962332380007,0.3607331375339369,9928250,0.8545454545454545,0.9766169154228855
P02291,-2,0.28,0.67,1.0,1.0,2,-1,1,0,-2,1,2,0.6599999999999999,0.9400000000000001,0.58,0.6800804828973843,0.2784194275562494,0.15360159869197929,7609525,0.2727272727272727,0.9930348258706467
P00114,-3,0.7824,0.665,2.0,1.0,5,2,1,1,1,-1,1,0.74,0.9400000000000001,0.9400000000000001,0.8752515090543259,0.40107955711936516,0.3676527285756099,15178120,0.12727272727272726,0.9985074626865672
P07258,2,0.6664,0.875,2.0,1.0,4,0,0,1,-2,1,1,0.54,0.58,0.86,0.6841046277665996,0.35945633901874335,0.34675871256850455,10105060,0.4909090909090909,0.9860696517412936
P09876,3,0.7836,0.365,3.0,2.0,5,1,0,0,1,1,3,1.0,0.5599999999999999,0.6799999999999999,0.710261569416499,0.3949103689113568,0.3715243083941422,10225280,0.8909090909090909,0.9731343283582089
P04051,0,0.5104,0.46,2.0,1.0,4,1,1,1,-2,-1,1,0.6,0.8800000000000001,0.8400000000000001,0.7887323943661972,0.34576826211833867,0.18728918763435976,10309370,0.2727272727272727,0.9925373134328358
P09289,0,0.4316,0.855,1.0,1.0,3,1,1,0,-1,1,2,0.8400000000000001,0.7,0.44000000000000006,0.6680080482897385,0.21503737084850222,0.256250946195537,8463200,0.2909090909090909,0.9905472636815921
P03026,2,0.9428,0.755,4.0,2.0,6,1,1,1,1,0,2,0.6799999999999999,0.45999999999999996,0.52,0.5533199195171027,0.4055229987742931,0.38971346675952,12871060,0.4727272727272727,0.9875621890547264
P06043,-3,0.7952,0.67,2.0,1.0,5,-1,0,1,-2,0,1,0.58,0.8400000000000001,0.5599999999999999,0.6408450704225352,0.4805187809602794,0.35788294425772854,14774770,0.34545454545454546,0.9900497512437811
P05810,1,0.5028,0.175,1.0,1.0,3,1,1,1,1,1,2,0.9800000000000001,0.74,0.9,0.8812877263581489,0.36544970028111984,0.31342033285897397,8172125,0.41818181818181815,0.9880597014925373
P09107,3,0.7308,0.91,3.0,2.0,5,0,0,-1,-1,1,2,0.52,0.6,0.74,0.6257545271629779,0.6024329164303674,0.5982458796338349,14818680,0.5272727272727272,0.9840796019900497
P05658,-1,0.6644,0.255,1.0,1.0,4,2,1,-1,-2,1,3,0.44000000000000006,0.9,0.44000000000000006,0.5583501006036218,0.7898349665928803,0.45409311573359173,20450950,0.2727272727272727,0.9925373134328358
P05299,1,0.3756,0.175,1.0,1.0,3,-1,0,-1,-1,1,3,0.9400000000000001,0.5599999999999999,0.76,0.7585513078470826,0.3440445482467106,0.3878220849607897,9149000,0.509090909090909,0.9860696517412936
P02450,3,0.6428,0.225,2.0,1.0,4,0,1,-1,0,-1,-1,0.6799999999999999,0.52,0.78,0.641851106639839,0.3810982984423562,0.30275834922941836,12499040,0.12727272727272726,0.9970149253731343
P05577,2,0.7316,0.25,3.0,2.0,5,0,0,1,1,1,2,0.9800000000000001,0.5599999999999999,0.9199999999999999,0.8350100603621732,0.44895631970826955,0.45620451953452223,10272980,0.5454545454545454,0.9850746268656716
P07588,0,0.3224,0.055,1.0,1.0,3,-1,0,0,-2,0,3,0.78,0.9199999999999999,0.72,0.8229376257545272,0.24577049806793627,0.1743300935598147,8636400,0.21818181818181817,0.9930348258706467
P02397,0,0.3136,0.81,1.0,1.0,2,0,0,0,1,1,1,0.82,0.52,0.4,0.5774647887323944,0.2134285034789343,0.09083275300007065,7499900,0.4727272727272727,0.9875621890547264
P09734,3,0.616,0.18,2.0,1.0,4,1,1,-1,1,0,-1,0.6799999999999999,0.48,0.8,0.6297786720321932,0.4884645327576779,0.22976958246283344,12647660,0.32727272727272727,0.9885572139303482
P00141,-3,0.7176,0.31,1.0,1.0,4,0,0,-1,0,1,3,1.0,0.86,0.58,0.8018108651911469,0.7412559125621746,0.21031479294718464,20838230,0.2545454545454545,0.9950248756218906
P05230,2,0.75,0.11,3.0,2.0,5,1,0,0,1,1,2,0.54,0.9199999999999999,0.42000000000000004,0.6096579476861167,0.28444734440331654,0.3201320132013201,9329120,0.10909090909090909,0.9970149253731343
P04567,2,0.5976,0.175,2.0,1.0,4,1,0,0,-2,0,1,0.52,0.52,0.8400000000000001,0.6519114688128773,0.2873510298580578,0.1656886789596391,9120360,0.14545454545454545,0.9960199004975124
P06786,-1,0.7684,0.67,2.0,1.0,5,-1,1,-1,0,1,2,0.6599999999999999,0.6799999999999999,1.0,0.8229376257545272,0.7060295429922291,0.2549530182376036,21050860,0.509090909090909,0.9855721393034826
P03967,-2,0.2412,0.94,1.0,1.0,2,-1,0,0,0,0,-2,0.9199999999999999,0.9,0.78,0.8511066398390343,0.2011653362766561,0.1248534027714698,6185335,0.16363636363636364,0.9955223880597015
P03081,2,0.5916,0.96,2.0,1.0,4,1,0,1,1,1,2,0.5599999999999999,0.82,0.82,0.7464788732394366,0.32445153172710844,0.2713234626214915,8400920,0.4909090909090909,0.9870646766169154
P04053,-3,0.6296,0.64,1.0,1.0,4,1,0,0,-2,0,3,0.4,0.6799999999999999,0.7,0.5935613682092556,0.32534082986252977,0.3829089330951444,11855940,0.5818181818181818,0.9840796019900497
P09186,0,0.292,0.02,1.0,1.0,2,-2,1,1,-1,1,3,0.96,0.72,0.8800000000000001,0.8450704225352114,0.24621870432818863,0.1811164602698802,8972600,0.32727272727272727,0.9895522388059701
P05169,2,0.98,0.985,4.0,2.0,6,2,0,0,-2,0,3,0.6799999999999999,0.5599999999999999,0.6,0.6156941649899397,0.5719935116808039,0.2776980450338612,12506600,0.5454545454545454,0.9850746268656716
P06838,2,0.5516,0.415,2.0,1.0,4,-2,0,1,-2,0,3,0.8800000000000001,1.0,0.9400000000000001,0.9456740442655936,0.4461939056144694,0.2473067490235262,10209760,0.34545454545454546,0.9900497512437811
P07163,-1,0.6484,0.505,1.0,1.0,4,-2,0,1,1,1,3,0.6799999999999999,0.6799999999999999,0.6,0.647887323943662,0.4195302066627233,0.33849880400884125,12899530,0.8181818181818182,0.9771144278606965
P05502,1,0.2468,0.37,1.0,1.0,2,1,0,1,0,-1,-1,0.42000000000000004,0.76,1.0,0.7585513078470826,0.12080835675998708,0.0949748185827757,2476375,0.4727272727272727,0.9870646766169154
